0.0, 660.0, 0.0, 2
800.0, 660.0, 0.0, 2
0.0, 0.0, 0.0, 3
0.0, 100.0, 0.0, 3
0.0, 200.0, 0.0, 3
0.0, 300.0, 0.0, 3
0.0, 400.0, 0.0, 3
0.0, 500.0, 0.0, 3
0.0, 600.0, 0.0, 3
0.0, 400.0, 0.0, 3

1700.0, 660.0, 0.0, 2
2100.0, 660.0, 0.0, 2
1550.0, 600.0, 0.0, 3

3300.0, 660.0, 0.0, 2
2800.0, 500.0, 0.0, 0
2900.0, 400.0, 0.0, 0
3000.0, 550.0, 0.0, 0
3100.0, 450.0, 0.0, 0

3500.0, 660.0, 0.0, 2
4200.0, 660.0, 0.0, 3
4500.0, 660.0, 0.0, 3
4750.0, 660.0, 0.0, 3
4780.0, 490.0, 0.0, 0
4500.0, 400.0, 0.0, 0
4220.0, 300.0, 0.0, 0
3550.0, 300.0, 0.0, 2
4920.0, 660.0, 0.0, 2

5900.0, 660.0, 0.0, 2
5700.0, 700.0, 0.0, 0
5800.0, 660.0, 0.0, 0
5800.0, 870.0, 0.0, 0
5850.0, 870.0, 0.0, 0
5850.0, 870.0, 0.0, 0
5900.0, 870.0, 0.0, 0
5950.0, 870.0, 0.0, 0
6000.0, 870.0, 0.0, 0
6050.0, 870.0, 0.0, 0
6100.0, 870.0, 0.0, 0
6150.0, 870.0, 0.0, 0

6200.0, 300.0, 0.0, 0
6250.0, 300.0, 0.0, 0
6300.0, 300.0, 0.0, 0
6350.0, 300.0, 0.0, 0
6650.0, 660.0, 0.0, 3
6700.0, 660.0, 0.0, 3
6850.0, 660.0, 0.0, 3
6900.0, 660.0, 0.0, 3
6950.0, 660.0, 0.0, 3
7000.0, 660.0, 0.0, 3
7300.0, 660.0, 0.0, 3
7350.0, 660.0, 0.0, 3
7400.0, 660.0, 0.0, 3
7450.0, 660.0, 0.0, 3
7500.0, 660.0, 0.0, 3
7550.0, 660.0, 0.0, 3
7600.0, 660.0, 0.0, 3
7650.0, 660.0, 0.0, 3

7700.0, 660.0, 0.0, 3
7750.0, 660.0, 0.0, 3
7800.0, 660.0, 0.0, 3
7850.0, 660.0, 0.0, 3
7900.0, 660.0, 0.0, 3
7950.0, 660.0, 0.0, 3
8000.0, 660.0, 0.0, 3
8050.0, 860.0, 0.0, 0
8100.0, 860.0, 0.0, 0
8150.0, 860.0, 0.0, 0
8200.0, 660.0, 0.0, 3
8250.0, 660.0, 0.0, 3
8300.0, 660.0, 0.0, 3
8350.0, 660.0, 0.0, 3
8400.0, 660.0, 0.0, 3
8800.0, 660.0, 0.0, 3
8850.0, 660.0, 0.0, 3
8900.0, 660.0, 0.0, 3
8950.0, 660.0, 0.0, 3
8000.0, 300.0, 0.0, 0
8000.0, 350.0, 0.0, 0
8050.0, 350.0, 0.0, 0
8150.0, 350.0, 0.0, 0
8200.0, 350.0, 0.0, 0
8200.0, 300.0, 0.0, 0

8950.0, 660.0, 0.0, 2
9550.0, 660.0, 0.0, 2
10000.0, 660.0, 0.0, 2
10500.0, 660.0, 0.0, 2
11000.0, 660.0, 0.0, 2

11480.0, 0.0, 0.0, 3
11480.0, 100.0, 0.0, 3
11480.0, 200.0, 0.0, 3
11480.0, 300.0, 0.0, 3
11480.0, 400.0, 0.0, 3
11480.0, 500.0, 0.0, 3
11480.0, 600.0, 0.0, 3
